stator_od,stack_length,airgap,turns_per_coil,magnet_rem,slot_pole_combo,Kv,Torque,Kt_theoretical,Bg,Weight_kg
70.7,58.6,0.75,21,1.16,24N22P,17.5,1.367,0.5793,0.93,1.08
84.5,54.9,0.74,44,1.25,12N10P,12.7,1.846,0.7369,1.0,1.44
90.0,12.0,0.87,63,1.29,12N8P,36.7,0.492,0.2527,1.03,0.36
105.8,28.9,0.81,80,1.3,9N6P,12.8,1.705,0.6914,1.04,1.19
105.0,13.7,0.74,20,1.23,24N22P,45.2,1.025,0.2056,0.98,0.56
51.0,52.9,0.77,39,1.13,24N22P,15.3,0.395,0.6718,0.9,0.51
94.8,36.5,0.77,12,1.22,12N8P,66.0,1.858,0.1466,0.98,1.21
58.1,16.2,0.65,46,1.26,24N22P,32.0,0.177,0.3125,1.01,0.2
70.6,15.1,0.52,13,1.25,18N16P,126.9,0.371,0.0754,1.0,0.28
47.8,34.3,0.61,51,1.17,9N6P,46.9,0.19,0.209,0.94,0.29
60.9,26.0,0.62,39,1.11,24N20P,22.7,0.283,0.394,0.89,0.35
42.1,21.7,0.75,63,1.18,18N16P,33.4,0.069,0.2851,0.94,0.14
119.5,21.7,0.77,64,1.14,36N30P,5.1,1.649,1.6523,0.91,1.14
93.0,45.4,0.75,20,1.25,24N20P,15.1,2.517,0.6112,1.0,1.44
47.9,39.9,0.54,29,1.18,12N14P,48.5,0.276,0.1873,0.94,0.34
40.2,47.8,0.67,83,1.16,24N22P,8.9,0.185,1.0396,0.93,0.28
83.5,44.7,0.9,53,1.14,12N10P,16.1,1.241,0.6468,0.91,1.15
77.2,25.1,0.61,91,1.28,24N22P,7.0,0.632,1.3076,1.02,0.55
53.7,56.4,0.99,48,1.19,24N20P,9.5,0.477,0.9661,0.95,0.6
73.6,36.0,0.82,70,1.16,12N8P,14.5,0.687,0.6163,0.93,0.72
65.3,47.9,0.82,23,1.15,12N10P,40.5,0.827,0.2358,0.92,0.75
99.1,43.7,0.63,70,1.14,9N6P,13.1,2.272,0.7547,0.91,1.58
51.9,43.1,0.92,84,1.23,9N6P,17.4,0.41,0.4852,0.98,0.43
48.7,24.5,0.79,23,1.18,24N20P,49.0,0.136,0.1823,0.94,0.21
79.4,26.2,0.92,14,1.28,12N14P,89.7,0.607,0.1066,1.02,0.61
112.9,41.1,0.88,40,1.27,24N22P,7.0,3.17,1.3661,1.02,1.93
77.7,18.4,0.74,95,1.28,12N10P,20.3,0.602,0.5008,1.02,0.41
51.3,38.2,0.77,64,1.17,36N30P,7.7,0.228,1.2441,0.94,0.37
83.3,51.5,0.77,69,1.2,9N6P,12.5,1.314,0.7681,0.96,1.31
97.4,27.8,0.71,97,1.18,36N30P,3.6,1.445,2.6988,0.94,0.97
83.5,36.6,0.91,18,1.19,12N10P,45.5,1.418,0.1877,0.95,0.94
40.4,50.1,0.65,36,1.12,12N14P,43.1,0.142,0.2298,0.9,0.3
62.5,57.6,0.73,20,1.18,9N6P,55.1,0.873,0.1822,0.94,0.83
96.2,14.1,0.78,67,1.23,12N10P,29.3,0.698,0.3236,0.98,0.48
56.0,45.1,0.58,11,1.14,24N22P,51.5,0.439,0.1819,0.91,0.52
79.5,47.3,0.62,75,1.17,24N22P,4.8,1.028,1.9123,0.94,1.1
113.3,19.0,0.99,26,1.15,24N20P,28.1,1.241,0.3718,0.92,0.9
117.1,18.5,0.9,59,1.21,9N6P,27.1,1.537,0.3362,0.97,0.93
75.4,28.8,0.7,14,1.2,9N6P,118.9,0.76,0.0789,0.96,0.6
110.1,19.9,0.52,42,1.15,9N6P,39.1,1.323,0.2324,0.92,0.89
119.2,12.9,0.85,46,1.26,24N20P,19.4,1.473,0.5177,1.01,0.67
107.9,12.0,0.55,99,1.12,36N30P,7.4,0.937,1.2595,0.9,0.51
98.8,34.8,0.95,72,1.29,24N20P,5.1,2.306,1.8392,1.03,1.25
66.4,46.5,0.69,27,1.28,36N30P,11.7,0.671,0.9194,1.02,0.75
53.7,22.9,0.76,40,1.2,12N8P,54.2,0.155,0.1673,0.96,0.24
45.3,54.7,0.6,41,1.17,12N14P,31.8,0.281,0.338,0.94,0.41
63.8,31.3,0.72,60,1.15,12N8P,26.2,0.422,0.3945,0.92,0.47
97.0,31.0,0.96,62,1.23,24N20P,7.9,1.976,1.3194,0.98,1.07
47.4,47.9,0.59,43,1.24,9N6P,38.8,0.354,0.2589,0.99,0.4
101.0,36.9,0.78,36,1.25,24N20P,9.5,1.855,0.9722,1.0,1.38
49.1,35.4,0.9,15,1.27,36N30P,34.4,0.283,0.2775,1.02,0.31
110.7,25.8,0.52,38,1.27,12N10P,23.2,2.276,0.4036,1.02,1.16
97.8,43.7,0.65,29,1.26,12N10P,21.0,2.874,0.4543,1.01,1.54
96.2,49.5,0.99,28,1.22,36N30P,6.6,2.788,1.402,0.98,1.68
112.1,14.6,0.9,30,1.13,12N8P,60.2,1.166,0.1606,0.9,0.67
115.4,56.4,0.91,87,1.28,12N10P,4.4,4.245,2.0995,1.02,2.76
92.8,49.6,0.67,85,1.17,12N10P,6.9,1.719,1.329,0.94,1.57
106.4,44.6,0.64,88,1.14,9N6P,9.6,2.033,1.0409,0.91,1.86
41.4,50.7,0.9,38,1.24,18N16P,24.8,0.22,0.4094,0.99,0.32
104.0,33.5,0.57,50,1.25,36N30P,4.8,2.329,1.9079,1.0,1.33
91.5,59.8,0.77,64,1.15,12N14P,8.7,2.812,1.1645,0.92,1.84
71.0,50.0,0.63,37,1.15,24N22P,11.5,0.867,0.8722,0.92,0.93
110.6,25.7,0.83,74,1.27,12N14P,12.7,2.538,0.7748,1.02,1.16
84.2,50.1,0.61,88,1.16,9N6P,10.4,2.195,0.9376,0.93,1.31
111.2,31.1,0.51,82,1.29,12N14P,9.4,2.821,1.0717,1.03,1.41
93.2,25.3,0.99,15,1.13,24N20P,42.1,0.886,0.2294,0.9,0.81
109.1,23.8,0.6,27,1.17,18N16P,27.7,2.041,0.3593,0.94,1.04
116.2,22.3,0.55,54,1.25,9N6P,24.0,1.789,0.3841,1.0,1.11
88.4,19.8,0.61,83,1.12,9N6P,26.0,0.833,0.3547,0.9,0.57
98.2,25.8,0.82,81,1.15,18N16P,10.2,1.107,1.0238,0.92,0.91
80.0,34.8,0.51,31,1.17,18N16P,22.9,0.813,0.441,0.94,0.82
104.4,45.7,0.8,13,1.16,24N22P,22.7,3.04,0.4171,0.93,1.83
117.5,40.3,0.58,49,1.2,12N8P,11.1,4.12,0.8147,0.96,2.05
58.1,16.4,0.77,81,1.24,12N14P,35.7,0.226,0.2721,0.99,0.2
116.1,54.4,0.75,11,1.23,36N30P,11.9,4.022,0.7462,0.98,2.7
114.9,55.1,0.65,51,1.3,24N22P,4.2,5.618,2.4503,1.04,2.67
97.2,33.3,0.86,76,1.28,24N20P,5.4,1.908,1.8182,1.02,1.16
108.5,37.5,0.65,47,1.11,24N22P,8.4,2.114,1.2377,0.89,1.62
114.7,41.0,0.56,12,1.17,36N30P,17.3,3.946,0.5797,0.94,1.98
49.3,39.4,0.64,65,1.14,12N10P,22.5,0.241,0.4097,0.91,0.35
72.3,11.6,0.99,29,1.12,18N16P,80.1,0.185,0.116,0.9,0.22
64.3,14.5,0.75,12,1.15,18N16P,162.1,0.167,0.0552,0.92,0.22
71.3,58.3,0.53,34,1.29,18N16P,12.6,1.315,0.7934,1.03,1.09
81.1,33.3,0.9,82,1.26,24N22P,5.9,1.282,1.5988,1.01,0.81
78.8,42.6,0.56,13,1.27,12N14P,58.5,1.43,0.161,1.02,0.97
101.2,22.3,0.62,66,1.11,12N14P,19.4,1.56,0.4818,0.89,0.84
74.8,46.3,0.7,48,1.18,18N16P,11.4,0.907,0.848,0.94,0.95
79.9,31.9,0.92,53,1.13,24N22P,11.2,0.916,0.8734,0.9,0.75
107.4,54.4,1.0,33,1.24,24N22P,7.0,3.651,1.3783,0.99,2.31
72.9,45.2,0.68,12,1.16,12N14P,76.0,1.107,0.1322,0.93,0.88
41.7,58.3,0.73,42,1.3,24N20P,12.7,0.215,0.7437,1.04,0.37
112.0,54.3,0.62,89,1.27,9N6P,6.6,5.739,1.5054,1.02,2.5
47.4,41.2,0.59,80,1.14,9N6P,25.9,0.268,0.3809,0.91,0.34
66.3,25.3,0.68,82,1.29,12N10P,19.2,0.531,0.5098,1.03,0.41
88.4,41.6,0.91,54,1.11,18N16P,9.7,1.518,0.9499,0.89,1.19
60.7,10.9,0.99,48,1.15,36N30P,29.6,0.11,0.3082,0.92,0.15
113.2,23.9,0.78,11,1.25,12N8P,83.9,2.149,0.1081,1.0,1.13
78.5,13.3,0.66,12,1.24,9N6P,289.7,0.331,0.0337,0.99,0.3
51.2,32.5,0.55,78,1.12,9N6P,31.0,0.267,0.3127,0.9,0.31
89.9,10.5,0.65,25,1.1,24N22P,66.6,0.358,0.1507,0.88,0.31
57.3,24.7,0.82,96,1.22,12N14P,22.5,0.253,0.4696,0.98,0.3
60.4,19.2,0.79,76,1.23,24N20P,15.2,0.279,0.6169,0.98,0.26
113.0,47.7,0.68,74,1.14,12N10P,6.6,3.591,1.3256,0.91,2.24
46.6,57.7,0.78,90,1.28,12N10P,10.9,0.308,0.8701,1.02,0.46
50.0,45.4,0.63,16,1.28,24N22P,34.0,0.34,0.265,1.02,0.42
97.4,19.9,0.73,60,1.27,24N22P,11.3,1.121,0.8568,1.02,0.69
59.9,34.8,0.72,90,1.2,12N14P,13.7,0.31,0.6429,0.96,0.46
59.0,17.9,0.57,61,1.24,9N6P,55.1,0.281,0.1725,0.99,0.23
109.5,24.4,0.56,68,1.26,18N16P,9.5,1.743,1.0041,1.01,1.08
52.9,44.3,0.84,90,1.16,12N8P,14.0,0.326,0.6893,0.93,0.46
70.5,37.3,0.55,70,1.13,24N22P,8.0,0.56,1.2054,0.9,0.68
45.5,14.5,0.53,74,1.18,36N30P,20.2,0.075,0.4942,0.94,0.11
45.7,48.7,0.81,23,1.15,18N16P,38.0,0.214,0.2472,0.92,0.37
111.8,34.6,0.8,35,1.11,12N14P,21.8,2.738,0.4364,0.89,1.59
69.0,26.1,1.0,96,1.13,12N10P,16.8,0.51,0.5531,0.9,0.46
95.1,20.5,0.71,81,1.15,18N16P,12.4,1.12,0.7902,0.92,0.68
49.7,46.1,0.79,20,1.15,18N16P,43.9,0.29,0.2227,0.92,0.42
45.5,52.1,0.59,65,1.26,18N16P,11.2,0.305,0.8289,1.01,0.4
100.9,11.8,0.84,73,1.19,12N8P,32.1,0.565,0.2992,0.95,0.44
51.3,46.4,0.84,65,1.27,24N20P,8.7,0.375,1.1053,1.02,0.45
77.8,13.5,0.74,61,1.29,12N8P,39.4,0.35,0.2381,1.03,0.3
86.1,27.6,0.66,93,1.17,24N20P,6.1,0.828,1.4992,0.94,0.75
41.3,54.7,0.69,68,1.13,24N20P,9.5,0.241,0.9753,0.9,0.34
109.6,25.6,0.85,67,1.15,12N10P,14.2,1.51,0.6265,0.92,1.13
67.9,33.5,0.8,99,1.23,9N6P,15.7,0.762,0.5937,0.98,0.57
71.2,13.2,0.66,68,1.11,36N30P,16.1,0.254,0.6136,0.89,0.25
90.4,28.2,0.94,76,1.14,12N14P,14.9,1.076,0.6343,0.91,0.85
61.6,28.0,0.54,77,1.26,9N6P,26.2,0.421,0.3625,1.01,0.39
57.4,46.8,0.72,18,1.18,12N10P,63.9,0.477,0.1626,0.94,0.57
51.4,20.2,0.69,95,1.27,12N14P,25.0,0.17,0.356,1.02,0.2
87.2,10.0,0.61,74,1.25,18N16P,27.6,0.336,0.3515,1.0,0.28
92.5,40.0,0.69,60,1.22,36N30P,3.9,2.09,2.3571,0.98,1.26
93.9,26.2,0.88,16,1.18,24N22P,35.4,1.374,0.2677,0.94,0.85
66.9,10.7,0.76,32,1.15,36N30P,44.4,0.156,0.2262,0.92,0.18
89.0,17.7,0.77,88,1.22,24N22P,9.6,0.888,0.9773,0.98,0.52
74.0,46.9,0.7,79,1.24,12N14P,10.6,1.08,0.9795,0.99,0.94
62.6,13.9,0.77,65,1.11,12N8P,52.7,0.217,0.1791,0.89,0.2
61.4,57.5,0.68,85,1.22,18N16P,5.6,0.917,1.5734,0.98,0.8
66.0,30.2,0.6,44,1.12,24N20P,16.3,0.373,0.5667,0.9,0.48
46.0,28.0,0.9,70,1.18,12N10P,31.1,0.193,0.2959,0.94,0.22
63.0,29.2,0.71,27,1.17,12N10P,54.1,0.407,0.1664,0.94,0.43
89.4,17.3,0.96,19,1.28,9N6P,123.5,0.597,0.0809,1.02,0.51
89.5,34.2,0.72,84,1.24,9N6P,14.5,1.575,0.6923,0.99,1.01
51.0,35.2,0.55,88,1.18,12N14P,19.1,0.268,0.5346,0.94,0.34
101.6,16.5,0.5,58,1.21,36N30P,8.4,0.947,1.0328,0.97,0.63
118.2,16.6,0.91,23,1.27,24N22P,28.0,1.331,0.3323,1.02,0.85
64.7,30.8,0.73,25,1.22,9N6P,73.3,0.37,0.1305,0.98,0.47
43.6,38.1,0.66,95,1.2,36N30P,6.0,0.179,1.6048,0.96,0.27
56.7,42.8,0.97,92,1.1,24N20P,6.7,0.422,1.3779,0.88,0.51
92.5,22.3,0.63,98,1.24,36N30P,4.3,0.944,2.1864,0.99,0.7
50.8,28.9,0.93,85,1.14,18N16P,15.9,0.264,0.5961,0.91,0.27
75.4,31.2,0.85,38,1.28,12N8P,31.0,0.672,0.3276,1.02,0.65
69.6,22.2,0.53,32,1.22,24N22P,27.1,0.403,0.3498,0.98,0.4
53.4,27.7,0.56,75,1.26,24N20P,12.8,0.287,0.8026,1.01,0.29
90.5,11.2,0.61,29,1.17,18N16P,67.6,0.453,0.15,0.94,0.34
50.9,42.6,0.58,29,1.13,24N20P,22.5,0.3,0.4067,0.9,0.41
47.0,50.9,0.83,97,1.15,24N22P,6.3,0.343,1.4943,0.92,0.41
104.9,25.1,0.82,70,1.24,24N22P,7.3,1.776,1.3244,0.99,1.02
114.1,47.0,0.79,90,1.14,18N16P,4.1,3.435,2.3986,0.91,2.25
106.4,45.5,0.97,39,1.15,24N22P,7.9,3.628,1.2526,0.92,1.89
80.0,49.0,0.93,47,1.13,18N16P,10.9,1.015,0.893,0.9,1.15
44.6,36.1,0.56,70,1.26,36N30P,8.1,0.216,1.2144,1.01,0.26
92.7,14.8,1.0,17,1.18,24N22P,64.3,0.517,0.1579,0.94,0.47
89.9,39.4,0.8,66,1.17,12N10P,11.7,1.604,0.7896,0.94,1.17
60.1,19.8,0.96,87,1.26,18N16P,17.1,0.295,0.5511,1.01,0.26
115.2,58.3,0.94,64,1.14,24N22P,3.3,5.512,2.8362,0.91,2.84
49.8,46.7,0.67,40,1.3,12N14P,29.8,0.344,0.3436,1.04,0.43
70.1,30.6,0.7,23,1.16,18N16P,39.5,0.774,0.2469,0.93,0.55
78.2,19.0,0.7,56,1.29,24N22P,16.6,0.589,0.6196,1.03,0.43
84.5,25.8,0.86,23,1.2,24N20P,27.0,0.887,0.3459,0.96,0.68
101.2,22.5,0.87,40,1.28,12N14P,29.4,1.453,0.3369,1.02,0.85
52.9,52.0,0.86,53,1.26,24N22P,9.1,0.444,1.0338,1.01,0.53
77.7,55.4,0.8,53,1.27,36N30P,3.7,1.462,2.4972,1.02,1.23
75.8,25.9,0.86,86,1.18,12N10P,15.8,0.597,0.5703,0.94,0.55
56.9,17.9,0.66,57,1.14,36N30P,16.1,0.141,0.5678,0.91,0.21
104.6,50.9,0.7,40,1.18,24N20P,6.2,2.455,1.4619,0.94,2.05
78.2,18.2,0.55,65,1.19,12N10P,30.5,0.449,0.3198,0.95,0.41
110.3,30.7,0.97,69,1.26,12N8P,11.5,2.969,0.8501,1.01,1.37
52.1,43.5,0.71,50,1.21,12N10P,23.7,0.415,0.3894,0.97,0.43
42.3,22.7,0.73,28,1.23,18N16P,65.4,0.103,0.1391,0.98,0.15
59.8,58.6,0.91,56,1.21,12N14P,13.4,0.574,0.6706,0.97,0.77
101.5,57.8,0.53,26,1.29,18N16P,10.3,4.063,0.8628,1.03,2.19
61.1,18.9,0.57,92,1.12,18N16P,19.7,0.248,0.5145,0.9,0.26
66.1,44.0,0.78,31,1.27,9N6P,42.5,0.671,0.2454,1.02,0.71
91.7,19.6,0.83,22,1.16,18N16P,47.4,0.738,0.1985,0.93,0.61
55.2,25.9,0.64,44,1.19,12N14P,43.6,0.273,0.2141,0.95,0.29
50.1,48.0,0.76,32,1.18,18N16P,25.1,0.367,0.3847,0.94,0.44
58.4,12.6,0.62,56,1.23,9N6P,82.6,0.189,0.1091,0.98,0.16
106.7,42.6,0.98,25,1.12,24N20P,11.5,3.215,0.7341,0.9,1.78
78.6,40.5,0.96,63,1.19,18N16P,9.1,1.109,1.0216,0.95,0.92
90.6,49.0,0.99,12,1.22,18N16P,34.6,2.468,0.2795,0.98,1.48
119.7,23.5,0.55,43,1.16,9N6P,32.3,1.732,0.3083,0.93,1.24
82.3,22.4,0.75,88,1.26,12N10P,17.0,0.742,0.5896,1.01,0.56
77.9,58.6,0.58,73,1.18,12N8P,8.5,1.521,1.1408,0.94,1.31
103.8,31.0,0.78,30,1.11,12N8P,31.6,2.256,0.3108,0.89,1.23
69.8,31.3,0.9,34,1.21,36N30P,13.4,0.772,0.7677,0.97,0.56
73.9,14.0,0.83,27,1.18,12N10P,96.8,0.26,0.0944,0.94,0.28
67.8,23.0,0.91,64,1.1,12N10P,29.2,0.337,0.312,0.88,0.39
52.5,42.7,0.5,60,1.17,9N6P,27.9,0.347,0.34,0.94,0.43
105.1,39.3,0.91,30,1.1,18N16P,15.8,2.83,0.5907,0.88,1.6
79.0,19.8,0.92,92,1.19,24N20P,10.0,0.571,0.9794,0.95,0.45
104.5,20.8,0.58,66,1.13,12N8P,21.0,1.405,0.4733,0.9,0.83
92.5,51.3,0.55,52,1.23,12N8P,10.8,2.437,0.885,0.98,1.61
74.0,34.8,0.93,60,1.24,24N20P,8.4,0.72,1.0922,0.99,0.7
102.8,58.3,0.82,20,1.27,24N20P,11.3,2.94,0.8817,1.02,2.26
117.0,51.4,0.84,33,1.1,18N16P,10.4,5.777,0.9508,0.88,2.59
66.4,12.1,0.52,28,1.21,18N16P,81.5,0.21,0.1183,0.97,0.2
46.5,21.4,0.67,32,1.13,12N10P,87.9,0.119,0.1019,0.9,0.17
59.5,48.0,0.91,46,1.16,24N22P,11.5,0.507,0.8605,0.93,0.62
80.9,21.5,0.61,63,1.26,12N8P,23.1,0.679,0.4004,1.01,0.52
111.5,33.0,0.64,22,1.1,24N20P,17.1,2.573,0.5197,0.88,1.51
83.9,54.1,0.71,14,1.21,24N20P,21.9,2.258,0.4446,0.97,1.4
64.8,59.9,0.78,89,1.18,12N14P,8.5,1.041,1.164,0.94,0.92
41.4,27.4,0.62,15,1.11,36N30P,56.3,0.083,0.1602,0.89,0.17
67.2,20.5,0.61,98,1.12,18N16P,15.6,0.27,0.6543,0.9,0.34
100.2,34.4,0.72,11,1.21,36N30P,25.7,1.626,0.3996,0.97,1.27
73.3,11.2,0.73,82,1.2,12N8P,42.7,0.227,0.2323,0.96,0.22
52.5,21.9,0.83,41,1.16,18N16P,40.3,0.161,0.2312,0.93,0.22
47.2,44.4,0.73,29,1.26,12N10P,42.1,0.361,0.2161,1.01,0.36
82.2,26.0,0.79,83,1.23,24N22P,7.2,0.653,1.2566,0.98,0.65
104.3,47.7,0.84,40,1.2,12N8P,14.1,3.858,0.6914,0.96,1.91
104.1,56.9,0.97,96,1.19,18N16P,3.3,4.148,2.9258,0.95,2.27
94.8,25.5,0.71,33,1.2,12N14P,36.6,1.264,0.2777,0.96,0.84
72.8,24.3,0.59,87,1.22,12N14P,18.4,0.463,0.5435,0.98,0.47
55.9,29.2,0.66,27,1.12,24N22P,33.3,0.217,0.2821,0.9,0.34
83.4,14.0,0.56,48,1.28,24N22P,21.8,0.633,0.4173,1.02,0.36
57.4,34.6,0.53,66,1.12,24N20P,11.2,0.325,0.8466,0.9,0.42
42.8,45.7,0.77,90,1.26,9N6P,20.5,0.168,0.4652,1.01,0.31
98.6,34.6,0.65,63,1.22,24N20P,6.6,1.537,1.5259,0.98,1.24
108.3,47.7,0.8,55,1.28,9N6P,12.4,4.009,0.7915,1.02,2.06
113.3,32.0,0.74,56,1.22,12N10P,11.6,2.226,0.7209,0.98,1.51
49.3,30.1,0.57,64,1.17,36N30P,10.1,0.23,0.9535,0.94,0.27
74.5,36.4,0.72,63,1.28,24N22P,7.7,1.039,1.2592,1.02,0.74
80.0,18.6,0.63,52,1.13,18N16P,25.5,0.501,0.3799,0.9,0.44
62.1,44.8,0.62,52,1.23,9N6P,23.8,0.685,0.3838,0.98,0.64
97.8,58.1,0.79,64,1.18,12N14P,6.7,2.856,1.2422,0.94,2.04
76.2,12.2,0.61,98,1.19,24N20P,14.0,0.325,0.6278,0.95,0.26
48.4,45.8,0.79,13,1.21,18N16P,62.0,0.267,0.1471,0.97,0.39
83.8,41.6,0.54,53,1.24,12N14P,15.8,1.476,0.6669,0.99,1.07
84.9,20.2,0.74,81,1.19,18N16P,14.3,0.577,0.7162,0.95,0.54
59.5,22.0,0.56,76,1.2,9N6P,36.5,0.319,0.258,0.96,0.29
94.1,14.9,0.82,65,1.14,24N20P,14.8,0.532,0.6002,0.91,0.48
94.9,29.0,0.55,64,1.11,12N10P,16.7,1.216,0.5704,0.89,0.96
87.9,10.9,0.81,23,1.25,24N22P,60.8,0.449,0.1589,1.0,0.31
80.9,33.2,0.81,28,1.21,36N30P,12.3,1.04,0.785,0.97,0.8
43.6,27.9,0.74,30,1.13,9N6P,102.7,0.132,0.0868,0.9,0.19
59.1,46.3,0.91,40,1.14,12N14P,29.4,0.53,0.3522,0.91,0.59
110.5,53.6,0.58,89,1.3,12N14P,4.8,4.769,2.003,1.04,2.41
48.3,18.9,0.63,30,1.17,24N20P,47.7,0.123,0.1824,0.94,0.16
109.2,49.9,0.88,67,1.28,24N20P,3.6,3.869,2.7058,1.02,2.19
88.6,46.9,0.98,86,1.24,12N10P,7.4,1.503,1.2697,0.99,1.35
68.1,44.3,0.92,61,1.11,36N30P,5.6,0.667,1.741,0.89,0.76
75.5,57.2,0.53,88,1.1,18N16P,5.1,0.997,1.8218,0.88,1.2
109.5,35.1,0.81,88,1.22,18N16P,5.2,2.594,1.7959,0.98,1.55
94.8,35.9,0.57,33,1.13,18N16P,16.8,1.423,0.555,0.9,1.19
115.7,16.5,0.85,80,1.17,12N10P,18.2,1.568,0.5186,0.94,0.81
41.0,30.9,0.84,76,1.16,12N8P,32.3,0.125,0.3096,0.93,0.19
93.2,37.4,0.67,87,1.22,12N14P,8.5,1.527,1.0743,0.98,1.19
69.2,11.6,0.79,28,1.22,24N20P,69.0,0.263,0.1569,0.98,0.2
105.7,15.9,0.55,86,1.22,12N10P,19.7,0.947,0.5155,0.98,0.65
75.7,21.8,0.83,30,1.11,36N30P,20.1,0.592,0.4725,0.89,0.46
79.8,21.2,0.68,35,1.27,36N30P,14.6,0.599,0.6521,1.02,0.5
114.4,60.0,0.86,41,1.1,12N8P,10.9,5.34,0.8979,0.88,2.89
97.8,45.3,0.88,90,1.11,24N22P,3.9,1.663,2.5544,0.89,1.59
114.0,43.8,0.58,24,1.27,12N14P,23.6,3.933,0.4451,1.02,2.09
82.8,12.3,0.81,45,1.24,24N20P,27.9,0.436,0.3271,0.99,0.31
115.3,38.2,0.91,67,1.17,24N22P,5.1,3.867,2.0003,0.94,1.87
60.9,21.5,0.93,89,1.15,18N16P,16.8,0.214,0.5676,0.92,0.29
75.7,23.3,0.76,12,1.27,9N6P,159.4,0.752,0.058,1.02,0.49
108.8,15.4,0.83,12,1.14,12N8P,152.7,0.942,0.0665,0.91,0.67
43.3,59.7,0.8,22,1.21,24N20P,24.2,0.227,0.3842,0.97,0.41
91.0,45.0,0.7,70,1.25,24N22P,5.0,2.46,2.0773,1.0,1.37
59.0,26.4,0.94,73,1.15,24N22P,12.1,0.382,0.7367,0.92,0.34
81.0,25.5,0.63,28,1.17,24N22P,24.2,0.837,0.3922,0.94,0.61
71.1,37.1,0.86,79,1.27,36N30P,4.0,0.901,2.2667,1.02,0.69
80.3,12.8,0.88,78,1.14,12N8P,37.2,0.303,0.262,0.91,0.3
109.5,59.6,0.51,99,1.15,12N14P,4.6,3.741,2.1761,0.92,2.63
87.4,19.5,0.61,72,1.16,9N6P,31.8,0.537,0.3102,0.93,0.55
85.2,35.2,0.54,63,1.2,36N30P,5.1,1.012,1.9808,0.96,0.94
81.9,16.1,0.84,63,1.28,9N6P,42.8,0.398,0.2291,1.02,0.4
118.6,14.9,0.63,41,1.3,24N22P,16.6,1.592,0.5505,1.04,0.77
54.0,14.2,0.53,81,1.16,12N8P,47.5,0.153,0.2073,0.93,0.15
60.0,58.7,0.65,42,1.14,36N30P,6.7,0.76,1.4507,0.91,0.78
113.3,51.1,0.86,32,1.29,36N30P,4.8,4.489,2.079,1.03,2.41
78.2,23.4,0.86,93,1.15,24N20P,8.4,0.468,1.1217,0.92,0.53
98.1,32.7,0.84,59,1.14,24N22P,7.6,1.349,1.2471,0.91,1.16
119.9,44.5,0.69,20,1.23,12N10P,23.1,4.843,0.383,0.98,2.35
50.6,19.9,0.82,80,1.26,12N14P,33.7,0.129,0.2856,1.01,0.19
65.8,12.5,0.78,60,1.29,24N20P,25.8,0.234,0.3638,1.03,0.2
112.4,29.8,0.59,23,1.29,12N10P,35.9,3.052,0.2905,1.03,1.38
89.6,56.4,0.61,72,1.11,36N30P,2.5,2.361,3.5227,0.89,1.66
109.0,23.9,0.88,87,1.1,18N16P,8.4,1.429,1.0826,0.88,1.04
50.7,22.2,0.98,88,1.21,36N30P,10.1,0.154,1.0007,0.97,0.21
55.8,47.7,0.96,15,1.18,9N6P,85.0,0.428,0.0991,0.94,0.55
81.8,46.0,0.79,45,1.1,12N14P,17.5,1.209,0.5363,0.88,1.13
112.8,41.9,0.51,65,1.12,24N20P,4.8,2.973,2.0164,0.9,1.96
76.9,11.7,0.75,65,1.23,12N14P,43.3,0.286,0.207,0.98,0.25
61.4,46.7,0.74,24,1.19,12N14P,42.9,0.491,0.2338,0.95,0.65
81.2,49.8,0.7,82,1.1,12N8P,9.2,1.492,1.0539,0.88,1.21
71.9,24.9,0.58,84,1.14,12N8P,17.7,0.381,0.4963,0.91,0.47
94.3,54.5,0.54,45,1.19,24N20P,5.8,2.111,1.6062,0.95,1.78
117.2,16.0,0.73,39,1.22,24N20P,17.0,1.848,0.5198,0.98,0.81
52.4,22.5,0.9,49,1.1,12N10P,49.4,0.196,0.1782,0.88,0.23
50.2,20.3,0.72,56,1.25,12N14P,52.8,0.118,0.2021,1.0,0.19
75.1,55.6,0.94,31,1.21,24N20P,10.7,1.307,0.893,0.97,1.15
70.3,42.0,0.65,10,1.12,12N10P,101.9,0.608,0.0953,0.9,0.76
120.0,53.9,0.98,51,1.11,9N6P,11.5,4.619,0.7947,0.89,2.85
63.9,47.8,0.87,81,1.14,18N16P,8.0,0.602,1.2015,0.91,0.72
66.7,21.4,0.63,25,1.16,24N20P,36.7,0.419,0.2385,0.93,0.35
76.4,36.1,0.78,11,1.27,9N6P,112.5,0.826,0.083,1.02,0.77
110.2,21.0,0.86,71,1.26,12N14P,17.0,1.651,0.5999,1.01,0.94
103.0,31.6,0.78,94,1.27,24N22P,4.2,1.928,2.2535,1.02,1.23
101.8,37.2,0.93,59,1.26,36N30P,4.0,2.944,2.436,1.01,1.42
65.6,15.6,0.88,68,1.19,9N6P,58.8,0.256,0.1765,0.95,0.25
106.1,24.8,0.92,57,1.21,9N6P,24.9,1.723,0.3932,0.97,1.03
73.4,38.3,0.55,16,1.26,36N30P,18.8,1.023,0.4932,1.01,0.76
97.9,56.9,0.95,66,1.14,24N20P,4.0,2.663,2.4131,0.91,2.0
