id,stator_od_mm,stator_id_mm,stack_length_mm,slots,poles,turns_per_slot,airgap_mm,ref_voltage_v,kv_rpm_v,kt_nm_a,rated_torque_nm,rated_current_a,resistance_ohm,efficiency_est,mass_est_kg
5996,54.09,33.1,63.83,12,14,73,0.427,12,19.001115104837627,0.5065,0.45206061608585235,0.92,4.7758,0.2306,4.294
5997,65.86,33.6,92.36,36,30,75,0.908,24,5.029492899292545,1.9169,1.4386163188141552,0.74,23.5031,0.0935,10.894
5998,117.55,62.61,68.76,36,30,68,0.865,48,3.04666914322448,3.0489,11.272009768954215,3.71,3.3535,0.3322,25.02
5999,69.47,40.23,53.55,12,8,46,0.629,24,30.999841441654244,0.3109,0.7708440824881967,2.41,1.0284,0.3732,6.314
6000,98.26,67.93,115.17,24,20,55,0.899,24,3.6419940776195654,2.6336,4.533385031980349,1.73,6.4778,0.2382,21.343
6001,113.99,60.6,107.67,18,16,18,0.774,48,18.22991222540784,0.5169,10.737260480731104,21.8,0.1207,0.3645,36.887
6002,139.96,95.99,174.65,24,20,63,0.492,48,1.2784684427868498,7.4659,29.786932499616842,3.99,4.8414,0.3047,66.59
6003,50.53,30.43,27.7,18,12,80,0.575,12,30.782360108679928,0.3041,0.17722630231967393,0.56,5.917,0.2465,1.656
6004,89.47,47.2,129.02,12,8,7,0.535,24,70.07310130758742,0.1361,6.103181166457488,43.17,0.0189,0.4898,27.391
6005,99.4,61.76,65.01,12,8,45,0.88,24,18.176721604279447,0.5243,2.0813451904836544,4.09,0.7565,0.4593,14.495
6006,72.82,49.8,28.41,18,12,24,0.555,24,58.04443363305981,0.1612,0.6548807400714457,3.93,0.29,0.3413,2.947
6007,129.48,83.02,114.98,18,16,44,0.995,48,4.471497956224851,2.1786,14.385978476379783,6.62,1.0703,0.4851,41.722
6008,141.29,95.91,167.52,24,22,74,0.353,48,1.3188213140003857,7.204,22.299851550714052,3.19,6.8625,0.2549,66.273
6009,94.38,65.11,100.95,36,30,76,0.48,24,2.2999870214886577,4.1444,5.062475065931066,1.22,16.3007,0.0634,17.32
6010,30.97,19.7,40.99,18,16,66,0.909,12,44.04647362905038,0.2158,0.09094455736808425,0.42,8.578,0.192,0.86
6011,50.03,26.96,53.37,36,30,52,0.952,12,14.342533612162581,0.6615,0.39963544040165977,0.59,11.9929,0.1296,3.484
6012,44.8,29.81,42.63,12,8,30,0.672,12,84.1381578179738,0.1141,0.15509955598082312,1.36,0.9299,0.2947,1.753
6013,41.7,31.13,29.25,24,22,71,0.941,12,25.241699305739825,0.3722,0.1414186273858395,0.38,10.2829,0.2184,0.827
6014,47.65,28.39,19.71,12,8,16,0.806,12,350.7428148292202,0.0273,0.08070500267253224,2.96,0.1262,0.1711,1.061
6015,115.29,60.41,105.88,36,24,17,0.847,48,10.108993307847195,0.9412,12.789337584948733,13.18,0.3508,0.3419,37.522
6016,49.13,34.15,10.33,12,10,28,0.603,12,273.12398964128676,0.0348,0.09203601319282222,2.56,0.1893,0.2946,0.474
6017,79.63,53.65,60.15,24,22,47,0.971,24,10.870650765676565,0.8939,1.9267476837586033,2.27,2.3037,0.3346,7.655
6018,68.94,35.08,92.63,12,14,42,0.395,24,24.485166905144162,0.388,1.2596310688308479,3.17,1.111,0.2339,11.992
6019,56.76,40.32,14.4,24,22,63,0.535,12,51.44992965921351,0.1883,0.1172780608518254,0.62,3.4582,0.1839,0.845
6020,125.45,81.02,131.22,36,24,28,0.972,48,3.33211603862574,2.829,21.547258197346427,7.34,1.2927,0.3905,44.249
6021,104.32,67.0,133.82,24,22,43,0.672,48,4.043830544186247,2.3886,10.643386108397186,4.49,2.2344,0.3714,31.442
6022,68.99,40.4,100.65,12,14,58,0.411,24,12.090291518996922,0.7828,1.7521275000140857,2.29,2.3244,0.3443,11.571
6023,64.15,45.97,67.07,9,6,80,0.41,24,18.523051587059683,0.5134,0.5279446209573316,1.08,3.9115,0.4335,4.934
6024,121.26,60.69,42.79,9,6,79,0.74,48,21.53431005111263,0.4507,4.334017944272577,9.26,0.3574,0.5941,17.333
6025,125.42,89.18,103.65,18,12,41,0.962,48,5.309620908873981,1.7549,7.49454189295478,4.43,1.3791,0.4865,29.63
6026,67.97,50.72,40.76,9,6,24,0.947,24,88.00484050956419,0.1069,0.35377005149853846,3.41,0.268,0.3769,3.066
6027,118.53,85.64,93.5,9,6,56,0.591,48,8.416945557693086,1.1472,3.6386422799401736,3.25,1.3653,0.5554,23.08
6028,109.9,76.95,135.07,12,8,41,0.365,48,7.092223628921171,1.3542,9.413563816044206,6.7,0.791,0.5763,30.56
6029,87.04,54.12,123.43,18,16,38,0.822,24,8.646385833763153,1.1084,6.237880908036129,5.45,1.1407,0.3689,21.083
6030,99.3,62.84,127.24,12,8,48,0.979,24,8.80432938813162,1.1017,4.922434577164876,4.36,1.3124,0.4261,27.647
6031,73.2,48.76,79.56,12,10,43,0.773,24,19.70441474021186,0.49,1.1886927771800406,2.54,1.3037,0.426,8.715
6032,145.65,78.0,50.29,12,14,49,0.627,48,16.8152393738902,0.5667,9.097167205569528,16.2,0.1849,0.4805,27.969
6033,91.78,52.65,75.91,12,8,16,0.988,24,45.31503009877312,0.2084,2.6201033498776347,12.85,0.0935,0.4908,15.769
6034,97.43,67.86,105.69,36,30,29,0.42,24,5.625557965525486,1.7183,6.496967420431326,3.63,2.1843,0.2647,18.988
6035,117.63,75.05,76.25,36,30,7,0.667,48,26.874410019910187,0.3549,7.339113435242622,21.47,0.0666,0.1723,22.995
6036,50.52,31.91,63.1,18,12,57,0.748,12,19.39873294504277,0.4974,0.4293426841964763,0.85,5.6596,0.2573,3.557
6037,134.93,96.05,80.96,12,8,41,0.411,48,9.859424872762443,0.9868,9.579560906263525,9.38,0.3961,0.6442,26.726
6038,67.05,34.77,79.1,36,24,70,0.948,24,5.112017655218299,1.8394,1.6516850940056962,0.93,15.136,0.1528,9.554
6039,103.42,74.68,104.25,24,20,35,0.486,48,5.598898137582319,1.7423,8.340772681398386,4.7,1.4002,0.4424,19.618
6040,97.62,53.3,112.55,36,30,46,0.655,24,3.940420175792221,2.4306,5.876896635197292,2.51,5.2392,0.174,27.673
6041,129.24,67.01,37.32,36,24,38,0.52,48,11.384364921498838,0.8427,3.731315704230594,4.44,0.9236,0.2242,16.75
6042,121.56,84.64,126.08,18,12,38,0.873,48,4.895773898923243,1.9859,14.41013222195421,7.29,0.9114,0.5406,35.281
6043,149.65,97.14,69.79,36,24,6,0.718,48,23.722659953688144,0.401,21.477199543150228,52.47,0.0222,0.4141,33.242
6044,133.57,91.26,68.84,24,20,23,0.956,48,12.050819378516318,0.8053,9.603503734156265,12.16,0.2555,0.4051,24.07
6045,72.71,53.42,86.83,24,22,66,0.356,24,5.249069805503302,1.8033,1.9450112522992336,1.07,9.5479,0.2396,7.763
6046,55.1,28.18,58.99,36,24,59,0.702,12,10.616240954504619,0.8811,0.6520166322984908,0.71,12.4588,0.0939,4.86
6047,91.7,55.67,25.77,24,20,18,0.532,24,59.39732931675785,0.1629,1.1911704845034246,7.43,0.1363,0.2211,5.03
6048,76.06,54.82,67.16,12,14,17,0.627,24,53.38677376726001,0.1823,0.8742816737110448,4.65,0.2507,0.2133,6.861
6049,146.28,75.55,68.14,36,30,79,0.972,48,2.362049817192383,3.9198,16.58046291843459,4.13,3.5362,0.3281,39.303
6050,68.32,49.79,89.43,12,10,30,0.921,24,24.82043174314789,0.3788,0.7950850557015136,2.03,1.2597,0.2988,7.191
6051,143.75,104.47,199.03,18,12,65,0.679,48,1.6152944528332018,6.1086,24.05903187040232,3.98,4.3811,0.3429,71.321
6052,82.13,52.04,97.43,18,12,72,0.988,24,5.718654769075777,1.6578,2.5754837363711305,1.63,5.8243,0.298,14.46
6053,82.15,45.48,58.71,18,16,20,0.746,24,40.61012717168051,0.2324,1.572077338779496,6.86,0.2421,0.2561,10.102
6054,38.02,21.03,10.61,36,30,67,0.84,12,72.47072449373908,0.1294,0.04846966642640206,0.38,5.5053,0.1117,0.391
6055,134.28,85.25,175.9,12,10,36,0.51,48,5.894729941905889,1.6082,16.258883421675787,10.01,0.5909,0.5239,69.595
6056,47.89,26.96,53.26,36,30,70,0.858,12,10.574993951805697,0.9158,0.30487740750892944,0.34,28.1108,0.0683,3.067
6057,116.35,77.23,75.31,9,6,11,0.839,48,63.98199999016623,0.1492,2.8969709007193867,19.86,0.0365,0.3731,20.966
6058,75.21,52.29,32.77,24,20,29,0.703,24,31.62896385575951,0.3072,0.7038850444066718,2.32,0.8324,0.255,3.519
6059,34.18,17.85,19.85,12,14,33,0.862,12,317.28627323844563,0.0296,0.034940389166275565,1.18,0.5799,0.0767,0.62
6060,131.34,76.5,133.77,36,24,40,0.588,48,2.5470210054343023,3.883,20.6857106718123,5.46,2.5204,0.3465,56.051
6061,149.92,94.91,131.38,12,10,57,0.986,48,3.954567009349698,2.4408,32.62069978593898,12.8,0.5833,0.5721,65.045
6062,31.0,19.89,42.37,12,8,77,0.451,12,50.39674702764214,0.1898,0.054922535285260976,0.29,10.4428,0.2643,0.88
6063,51.86,34.72,53.58,12,14,29,0.474,12,64.23464851739753,0.1474,0.4255872425616264,3.02,0.5032,0.2981,2.924
6064,104.3,76.22,39.77,9,6,54,0.93,48,26.229673026270845,0.368,0.5818747564327731,1.65,1.4413,0.3495,7.409
6065,86.16,46.99,88.29,12,10,55,0.528,24,14.497237580676995,0.668,3.0809175967074798,4.56,1.0073,0.412,16.928
6066,40.72,22.64,39.85,24,20,69,0.855,12,27.467573190637594,0.3489,0.2004911145498352,0.57,8.5743,0.187,1.678
6067,56.76,38.63,51.86,12,10,74,0.495,12,22.513255570722176,0.4286,0.449272539132357,1.08,3.5663,0.3079,3.296
6068,132.9,74.12,78.06,9,6,46,0.747,48,15.13819789423395,0.6358,9.921294555200351,16.23,0.1892,0.6532,34.915
6069,83.12,56.51,111.3,36,30,21,0.464,24,8.205493817064575,1.18,6.356710713071589,5.38,1.1088,0.3331,15.201
6070,121.08,81.55,132.13,18,12,75,0.398,48,2.748634842594709,3.5284,13.71601373771673,3.97,3.4246,0.4128,38.902
6071,149.54,94.29,86.62,36,24,33,0.687,48,3.2750247605388414,2.8633,28.87345168953279,9.7,0.7978,0.4611,42.888
6072,89.39,53.53,77.56,36,24,50,0.657,24,5.433377990340652,1.7848,4.51480244373013,2.44,4.1348,0.2512,14.608
6073,69.74,48.24,80.35,24,20,61,0.526,24,6.0884973929329105,1.5539,1.7216434604048616,1.07,8.146,0.2629,7.493
6074,119.86,61.89,56.21,18,12,43,0.689,48,13.35441497719775,0.7282,5.570253593671333,7.59,0.4778,0.4658,21.769
6075,84.92,46.78,43.76,24,22,72,0.668,24,9.922716023240975,0.9425,1.516072512290847,1.56,3.8356,0.2752,8.079
6076,46.43,34.28,34.44,24,22,64,0.85,12,21.57343845721895,0.4493,0.14167088935023997,0.31,13.2895,0.1881,1.242
6077,43.51,26.04,39.84,18,12,69,0.447,12,29.32549826772052,0.326,0.22069883154366202,0.66,5.7331,0.2772,1.779
6078,81.69,44.0,114.68,36,30,52,0.977,24,3.8894095152895334,2.4185,3.8032522492131324,1.56,9.6517,0.1393,19.968
6079,61.51,42.51,70.84,24,20,67,0.808,24,7.795618399928924,1.2461,0.7373669203335107,0.61,13.8744,0.2387,5.146
6080,48.52,26.04,36.54,24,20,24,0.739,12,69.70892013949275,0.1348,0.2735772382003594,1.94,0.8122,0.1728,2.252
6081,30.43,16.09,20.25,24,20,42,0.672,12,113.69940768312162,0.0856,0.043958091994199304,0.5,3.09,0.0966,0.497
6082,130.32,77.67,120.36,12,14,66,0.366,48,4.962596622209666,1.9514,9.388141279488774,4.84,1.6039,0.3849,48.438
6083,127.69,68.73,30.46,9,6,76,0.387,48,26.49013656622598,0.3659,3.76923796470279,9.93,0.2798,0.5934,12.967
6084,143.04,97.92,49.63,36,30,42,0.741,48,4.969964267467981,1.9516,7.933281866536486,4.06,1.5098,0.3435,19.834
6085,68.68,36.05,40.86,24,22,68,0.911,24,16.149497268128744,0.5837,0.5194740770808552,0.92,5.5726,0.1732,5.133
6086,91.5,52.84,132.28,12,8,13,0.743,24,35.812527011548084,0.2713,4.452339483949216,16.82,0.0932,0.5071,27.129
6087,65.03,47.77,45.24,12,14,23,0.941,24,61.227283479733664,0.1569,0.45478343161715173,3.05,0.3708,0.2253,3.238
6088,114.45,67.99,122.8,12,14,37,0.495,48,8.966952206131312,1.0881,8.251823389387086,7.44,0.5814,0.4041,38.26
6089,102.59,52.58,93.82,36,24,72,0.877,48,2.9836150873642096,3.2041,6.62267338607815,2.17,7.9934,0.2566,26.757
6090,145.12,88.49,197.17,18,12,77,0.615,48,1.5755836216322323,5.8926,34.882145215048,6.03,3.3453,0.2997,95.885
6091,44.34,26.79,39.05,24,20,60,0.993,12,26.725606360529703,0.3531,0.21524199871117972,0.62,6.7743,0.2073,1.791
6092,121.11,89.35,59.37,36,24,20,0.327,48,9.43602939263455,1.0307,6.914113576353186,6.65,0.503,0.4056,14.585
6093,75.19,50.15,87.09,36,24,71,0.48,24,3.1775906898507267,2.9433,2.6592907842149347,0.9,17.598,0.1343,10.046
6094,146.64,96.95,184.78,18,16,15,0.583,48,6.910674590061545,1.3621,42.62277465136462,31.0,0.1205,0.5911,82.217
6095,116.01,71.29,157.87,36,24,59,0.627,48,1.5971434348686415,5.9646,15.86436895113382,2.79,8.4883,0.2223,48.607
6096,99.52,71.13,105.53,36,30,46,0.53,24,3.2016576988577485,2.9954,7.646624651398064,2.45,5.1352,0.2045,18.79
6097,150.0,105.22,80.06,18,16,32,0.957,48,8.393583112886105,1.1457,9.698814254205935,8.11,0.4915,0.4545,33.631
6098,68.1,45.23,101.35,36,30,57,0.387,24,3.4802964402917,2.6927,2.9223392336059915,1.12,13.1076,0.1581,9.654
6099,120.84,68.98,70.95,24,20,57,0.398,48,5.132626847447211,1.8262,7.21620163545486,4.09,1.8487,0.3551,25.675
6100,144.16,89.79,78.42,12,8,47,0.652,48,9.411456349940178,1.0094,12.09895201249939,12.53,0.326,0.647,36.66
6101,53.48,39.44,46.57,36,24,9,0.56,12,56.31618490817885,0.1698,0.2945001178140536,1.79,0.618,0.1658,2.232
6102,46.44,23.25,51.85,36,30,79,0.537,12,11.352458591252049,0.8465,0.21486665841468242,0.25,41.0993,0.0439,3.08
6103,51.29,26.24,22.05,18,12,76,0.658,12,49.26318711137738,0.191,0.21330910145910562,1.07,2.3811,0.3167,1.574
6104,139.16,71.58,165.64,12,10,38,0.954,48,6.488348699591095,1.4623,25.316653895881124,17.98,0.3222,0.5224,86.709
6105,128.25,93.2,134.3,24,22,56,0.703,48,2.3691583770076425,4.053,15.18883311391299,3.78,3.5743,0.3655,38.315
6106,134.35,78.7,31.25,18,12,10,0.479,48,78.62331382935604,0.1236,4.219241132659474,35.47,0.0165,0.3578,13.618
6107,48.16,26.95,17.9,24,20,55,0.369,12,60.33159471465185,0.1587,0.17287485393908403,1.1,1.7971,0.2392,1.048
6108,132.69,81.05,31.39,18,16,30,0.478,48,28.75227898802143,0.3276,3.748707285669061,11.02,0.1615,0.299,12.736
6109,45.43,31.34,46.12,18,12,16,0.356,12,95.34454824559452,0.1009,0.28208517481534867,2.89,0.3546,0.2793,1.835
6110,108.77,62.83,106.19,24,22,35,0.791,48,6.570027072342814,1.4275,8.768064482794939,6.41,1.0256,0.338,30.767
6111,90.52,55.27,68.3,36,24,23,0.443,24,12.68834125329343,0.7417,2.8200103711397317,3.94,1.0495,0.2828,12.899
6112,124.58,68.64,44.97,12,8,76,0.802,48,14.125151883864902,0.6694,4.002582952715399,5.9,0.701,0.4936,17.867
6113,33.84,16.99,32.49,36,24,12,0.975,12,186.13795644046286,0.0514,0.08897712790601937,1.69,0.5898,0.0667,1.022
6114,68.62,34.51,58.74,12,10,34,0.682,24,48.0158624725167,0.2017,0.8827185866644911,4.19,0.4582,0.2836,7.595
6115,139.7,94.1,207.4,36,30,12,0.587,48,4.184544144113744,2.2718,43.27679750144718,18.6,0.3397,0.4032,81.264
6116,63.4,37.57,59.49,24,22,65,0.355,24,9.985976668288965,0.9486,0.8718502086259641,0.92,7.494,0.2215,5.701
6117,41.5,30.24,51.78,12,10,17,0.451,12,116.25893180314945,0.0826,0.07591353441748586,0.95,0.8883,0.1313,1.537
6118,70.36,46.48,69.47,9,6,62,0.525,24,20.20743284628856,0.4681,1.0712054692816582,2.31,1.4555,0.4946,7.126
6119,36.3,24.08,9.97,36,30,52,0.505,12,97.01763142475134,0.0969,0.02590456447223073,0.27,5.8587,0.075,0.271
6120,64.92,46.61,26.19,24,20,50,0.959,24,24.516240579926315,0.3814,0.4865104431352521,1.25,2.1819,0.2747,1.967
6121,79.75,46.16,38.61,9,6,71,0.72,24,33.37089456025583,0.2902,0.9199812811408062,3.04,0.8286,0.5284,6.004
6122,127.6,88.25,35.19,9,6,33,0.318,48,40.89026920600644,0.2289,1.3746795181838722,6.17,0.2385,0.4416,10.988
6123,116.9,58.6,118.14,24,22,47,0.745,48,4.834499058570457,1.9933,11.285348335622542,5.5,1.7598,0.3466,44.426
6124,38.8,28.07,51.43,24,22,15,0.459,12,71.91947523588796,0.1351,0.1688586886122561,1.29,1.0486,0.1569,1.357
6125,145.52,83.92,49.98,36,24,74,0.419,48,3.061835982911431,3.1201,10.438697238142307,3.44,3.0816,0.3667,25.963
6126,75.43,54.31,32.91,12,8,11,0.867,24,171.54542895394908,0.0546,0.2861751944318676,5.47,0.0821,0.234,3.315
6127,85.67,62.27,71.98,9,6,8,0.379,24,107.21129326099239,0.0886,1.5488830420153432,17.47,0.0275,0.5047,9.156
6128,139.15,85.44,185.91,18,16,12,0.451,48,12.678283202363298,0.7544,31.268049352665926,43.31,0.0686,0.439,82.441
6129,69.18,50.51,70.87,36,24,5,0.51,24,55.415304872023874,0.1708,1.9160456094046847,11.04,0.0837,0.2481,5.818
6130,78.5,57.79,53.94,24,20,23,0.972,24,20.957896847759386,0.4524,1.8397118439586102,4.12,0.5706,0.3631,5.597
6131,148.47,76.66,208.8,24,20,54,0.726,48,1.7072033163057567,5.7103,58.91470428723108,10.49,1.8369,0.3044,124.068
6132,106.61,62.11,158.23,24,20,28,0.671,48,5.328454275848286,1.7833,13.279990060614207,7.33,1.0377,0.361,43.664
6133,71.3,40.5,29.62,12,8,78,0.757,24,41.05827288655587,0.235,0.36375513202944987,1.58,1.7032,0.3255,3.75
6134,60.27,36.01,72.76,24,20,71,0.59,24,7.795844099413598,1.2048,1.268601933713219,1.06,8.5148,0.2495,6.245
6135,120.46,61.83,97.01,12,10,8,0.854,48,64.05439804615209,0.1487,8.627888238376283,56.8,0.0133,0.3257,38.108
6136,70.21,47.19,71.56,12,14,35,0.839,24,26.173716275725216,0.3652,1.3538329339348107,3.7,0.6628,0.3349,7.108
6137,100.07,62.65,102.57,24,20,52,0.428,48,4.785606919888893,2.0265,9.486294892665473,4.85,1.9525,0.4174,22.955
6138,60.42,34.84,83.66,18,12,53,0.512,24,12.081216488921283,0.7758,1.2773515397889577,1.67,3.5097,0.3625,7.495
6139,139.55,93.58,73.64,18,12,40,0.345,48,7.239324791305495,1.3024,11.965492261229638,9.33,0.488,0.5733,29.011
6140,35.76,18.99,41.63,18,12,40,0.377,12,62.631220106936546,0.1494,0.11992117687478916,0.82,2.6994,0.2489,1.404
6141,47.43,27.35,70.62,18,12,21,0.668,12,51.68291580706435,0.1816,0.5529411870182493,3.17,0.6138,0.3356,3.898
6142,49.2,28.9,69.76,24,20,41,0.603,12,18.281536968924677,0.5293,0.7717874138483654,1.45,3.3864,0.2195,4.064
6143,119.7,67.52,102.88,12,14,80,0.877,48,5.354005389307529,1.7711,8.073153222764496,4.66,1.731,0.4367,36.938
6144,89.46,57.81,106.76,12,14,61,0.574,24,8.008031200135813,1.2112,4.842395081071415,4.16,1.4861,0.3719,18.292
6145,106.39,59.21,145.04,36,30,29,0.321,48,4.1712573995353495,2.2587,15.664718030120602,6.95,1.5289,0.3106,41.649
6146,51.6,38.36,29.6,9,6,7,0.819,12,481.68011799586003,0.0199,0.06511688772745332,3.38,0.058,0.1389,1.295
6147,120.29,72.88,130.54,18,12,45,0.86,48,4.942289009132988,1.9214,17.196691889629747,8.77,0.909,0.5088,43.947
6148,95.36,64.42,26.21,12,8,66,0.624,24,27.757989683673344,0.3478,0.7197721505447584,1.98,1.2705,0.4118,4.762
6149,138.87,81.04,64.31,9,6,80,0.632,48,9.572906420429801,1.0057,6.678982359230805,6.4,0.753,0.6071,30.064
6150,102.48,68.79,38.03,36,24,10,0.494,48,39.085365351593744,0.2412,3.0685755580902745,13.19,0.0835,0.2088,8.066
6151,146.88,103.11,181.21,9,6,16,0.96,48,14.76600763718225,0.6581,13.426007820657384,20.22,0.1083,0.5727,72.871
6152,97.16,59.12,25.78,12,8,33,0.502,24,61.77199021849742,0.1548,1.278824522162311,7.98,0.1504,0.4952,5.632
6153,70.02,36.15,42.3,36,30,20,0.875,24,32.77054420556361,0.2867,1.226891382018617,4.48,0.4995,0.1606,5.591
6154,138.37,76.69,121.75,36,24,14,0.642,48,7.922233387071045,1.2051,21.972738539433372,17.8,0.2475,0.3512,59.36
6155,135.44,94.94,144.8,18,12,28,0.534,48,5.394020478326492,1.8018,13.086286014471469,7.6,0.7373,0.5158,49.662
6156,101.89,63.97,99.57,12,8,35,0.674,48,15.166757984088605,0.6417,5.321318122699126,8.05,0.4226,0.5359,23.021
6157,79.82,56.38,19.66,12,14,23,0.467,24,117.26483032331573,0.0807,0.3924256243249466,5.05,0.1399,0.2119,2.306
6158,92.53,57.0,88.1,36,30,12,0.931,24,16.506906232550232,0.5878,6.121675328832126,10.18,0.269,0.2892,17.207
6159,34.9,21.66,27.0,18,16,30,0.734,12,118.77250512750666,0.0801,0.06263782210997289,0.76,1.5053,0.1205,0.743
6160,123.02,66.53,161.08,18,12,18,0.507,48,10.848039417972673,0.8877,19.526651166221278,21.58,0.1771,0.5182,63.392
6161,66.1,47.45,24.48,36,24,33,0.709,24,31.08563016182393,0.3076,0.3541633824247464,1.18,2.0047,0.171,1.906
6162,129.54,81.57,58.54,24,22,6,0.357,48,50.9897833048295,0.1867,8.865637136253735,45.89,0.0152,0.2755,21.792
6163,141.8,90.49,149.33,12,10,20,0.876,48,11.950616662404448,0.8023,16.97808871700424,22.03,0.131,0.5062,65.414
6164,96.77,65.51,42.42,12,10,29,0.824,24,41.37723941883408,0.235,1.7900075122523968,7.57,0.1972,0.4186,7.908
6165,136.49,97.74,174.43,18,16,52,0.478,48,2.549450947778447,3.8765,22.950232662567334,6.0,2.0509,0.4154,58.182
6166,112.54,78.3,70.66,12,14,27,0.347,48,19.16079469371626,0.4922,5.591045563285859,11.19,0.1873,0.481,16.971
6167,54.77,28.47,36.7,12,10,58,0.875,12,51.32757633897427,0.1867,0.27960350572602694,1.54,1.3931,0.3046,2.953
6168,97.16,62.37,22.47,36,24,57,0.311,24,14.472263417203413,0.6689,1.3148663504516365,1.93,2.0946,0.3152,4.583
6169,125.92,76.75,179.75,24,22,65,0.689,48,1.8717895973690388,5.0627,27.196111792439034,5.24,3.8457,0.2802,65.833
6170,66.4,36.66,55.91,9,6,69,0.581,24,28.31502684378023,0.3327,0.4828453955142023,1.43,2.1051,0.4195,6.297
6171,77.47,40.97,114.54,24,22,68,0.773,24,5.307736638412468,1.8131,3.726837807152133,2.0,6.6428,0.1783,18.197
6172,115.75,62.56,116.98,12,8,6,0.642,48,65.49412433650076,0.1453,10.188018786937077,73.3,0.0091,0.474,40.78
6173,55.45,39.63,18.87,12,8,36,0.792,12,114.62582908235065,0.083,0.12182227372392788,1.44,0.643,0.3633,1.043
6174,79.26,45.05,68.47,36,30,71,0.542,24,4.524491576799046,2.0708,1.9394170634906076,0.96,13.0775,0.1764,10.702
6175,66.82,47.76,73.7,12,8,57,0.328,24,15.008967313234765,0.629,0.5354173240407909,0.85,4.8335,0.3741,5.914
6176,135.76,101.8,110.0,24,22,61,0.614,48,2.3232686166583214,4.1706,22.202037791264623,5.53,2.2518,0.4214,32.616
6177,144.05,107.74,89.69,36,24,58,0.465,48,1.7786627849379175,5.235,14.897633580862195,2.72,5.2291,0.3625,30.135
6178,91.82,52.95,52.08,12,10,40,0.802,24,28.179028707343036,0.3371,1.5580275368310301,4.58,0.4884,0.3498,10.773
6179,50.54,28.28,35.79,9,6,26,0.602,12,155.5038527360073,0.0603,0.22144930418865869,3.65,0.2075,0.3593,2.308
6180,106.07,65.57,71.65,36,24,40,0.963,48,6.004168062897561,1.5909,4.497549937790931,2.92,2.6132,0.3131,18.31
6181,106.79,71.08,53.14,24,20,55,0.394,48,7.062092542657018,1.3567,4.828361911994531,3.73,1.542,0.4234,12.406
6182,86.99,56.99,45.61,36,24,43,0.543,24,8.463308980100441,1.1371,2.330801086204806,2.13,2.5314,0.3185,7.24
6183,85.0,53.36,46.17,12,8,49,0.708,24,25.79817138907527,0.3752,2.414047748398367,6.23,0.4034,0.5503,7.43
6184,142.47,92.58,181.62,12,10,66,0.356,48,2.8488172548998247,3.3194,24.97373237319651,7.86,1.4358,0.4603,78.276
6185,81.9,45.27,35.27,36,30,39,0.535,24,17.08062283115451,0.5525,1.1852189457373712,2.2,1.725,0.1717,6.04
6186,70.36,36.77,49.46,36,24,32,0.523,24,18.927218310534435,0.505,1.036723490360886,1.96,2.1117,0.1685,6.541
6187,140.25,91.41,198.21,12,8,61,0.354,48,2.7740312160447735,3.4108,22.38915642131115,6.83,1.6439,0.4752,82.429
6188,119.18,67.2,118.61,24,22,55,0.985,48,3.9480533168741934,2.3597,8.467880984475466,3.5,3.2881,0.2822,42.241
6189,143.54,99.99,151.94,12,8,63,0.834,48,3.1612085430682857,3.0202,13.893848804974462,4.7,1.9977,0.5043,59.238
6190,48.44,27.56,62.17,18,16,55,0.331,12,23.663705782935548,0.4106,0.34325859867741854,0.81,5.587,0.1983,3.627
6191,131.05,81.68,167.01,36,30,39,0.466,48,1.9937015972637315,4.7958,31.88247151482997,6.39,2.5994,0.3043,64.476
6192,44.64,25.08,29.53,9,6,24,0.495,12,251.76735077831657,0.0374,0.08402619577727433,2.35,0.2505,0.2642,1.481
6193,109.47,68.28,97.63,36,24,49,0.705,48,3.0107952085537706,3.232,10.23193626608696,3.26,3.8165,0.3754,26.277
6194,74.13,51.77,100.14,12,8,53,0.782,24,11.411233670975987,0.8259,1.5482750703470922,1.91,2.6157,0.4205,10.365
